,UnitId,Text,X.M..language..,X.M..object_posted_time..,id,detected,value,ambiguity
1318,"tag:search.twitter.com,2005:874693158331744256",rt @latimes: get ready for a major earthquake. what to do before — and during — a big one https://t.co/jnezyg4kvr ,en,6/13/2017 5:26:10 PM,1318,NA,5,1
19572,"tag:search.twitter.com,2005:874957163063427073",strong 6.9-magnitude earthquake hits guatemala-mexico border https://t.co/wwk6s0nsm6 https://t.co/br3uomsxwy ,en,6/14/2017 11:50:18 AM,19572,NA,5,2
67785,"tag:search.twitter.com,2005:874458686130765824","new survey shows christchurch 'evenly split' over earthquake-damaged christ church cathedral debate, via @nzherald https://t.co/ofun6bfcjy ",en,6/13/2017 2:49:32 AM,67785,NA,7,2
69367,"tag:search.twitter.com,2005:874482280802156544",rt @reportuk: greece earthquake hits lesbos tremors felt in istanbul and athens. https://t.co/tldkm7fqvv https://t.co/ggvk8lj9ri ,en,6/13/2017 4:23:17 AM,69367,NA,3,2
14954,"tag:search.twitter.com,2005:874923854661115908",rt @lastquake: powerful #quake m6.9 strikes #guatemala 1hr 29min ago. #tsunami information issued - pacific twc. https://t.co/f1qnnvxyoc ,en,6/14/2017 8:58:30 AM,14954,NA,5,2
12420,"tag:search.twitter.com,2005:874902769660043265",rt @evankirstel: signs of past #california 'mega-quakes' show danger of the big one on san andreas fault https://t.co/unm5le9hio…  ,en,6/14/2017 12:30:09 AM,12420,NA,5,2
20658,"tag:search.twitter.com,2005:874971358446465024","6.9 earthquake strikes guatemala; damage, landslides reported https://t.co/ei9m6a63o1 ",en,6/14/2017 12:46:42 PM,20658,NA,6,2
20364,"tag:search.twitter.com,2005:874967260082966528",rt @weatherchannel: a 6.9 magnitude #earthquake rocked guatemala early this morning. some damage has been reported:…  ,en,6/14/2017 11:51:56 AM,20364,NA,7,2
63900,"tag:search.twitter.com,2005:874391064446193664","#naturaldisastersnews - one dead as powerful earthquake hits greece, turkey https://t.co/xgjul6mhg6 ",en,6/12/2017 10:20:49 PM,63900,NA,5,2
66062,"tag:search.twitter.com,2005:874425999571771392","earthquake kills woman, damages buildings on greek island https://t.co/gdxki2gzot via @cahulaan #trumprussia… https://t.co/ftssr067ag ",en,6/13/2017 12:39:39 AM,66062,NA,7,2
12337,"tag:search.twitter.com,2005:874902551703031808",rt @evankirstel: signs of past #california 'mega-quakes' show danger of the big one on san andreas fault https://t.co/unm5le9hio…  ,en,6/14/2017 12:30:09 AM,12337,NA,5,2
49361,"tag:search.twitter.com,2005:874284362409357313","https://t.co/5txnegt9iw –powerful 6.3-magnitude earthquake rocks western turkey, greek island of lesbos https://t.co/nlxkzffxrm ",en,6/12/2017 3:16:50 PM,49361,NA,5,2
42803,"tag:search.twitter.com,2005:874255575953100800",it wasn't immediately clear if the earthquake caused any major damage in turkey or greece. https://t.co/zmwoxanase ,en,6/12/2017 1:22:26 PM,42803,NA,7,1
66175,"tag:search.twitter.com,2005:874428030810288134",rt @lastquake: powerful #earthquake shakes near the coast of western turkey 2 min ago. more info at: https://t.co/qi9jlrrai0 https://t.co/y… ,en,6/12/2017 12:31:31 PM,66175,NA,5,2
20507,"tag:search.twitter.com,2005:874969666870890496",rt @abc30: #breaking magnitude 6.9 earthquake triggers landslides in guatemala near mexico borderhttps://t.co/pkwfhy7i2s ,en,6/14/2017 12:36:09 PM,20507,NA,6,2
9832,"tag:search.twitter.com,2005:874895766057345024","#breaking large 7.0m #earthquake strikes coastal chiapas, mexico. officials say no tsunami threat. no immediate word on damage/injuries. ",en,6/14/2017 7:46:20 AM,9832,NA,7,1
2987,"tag:search.twitter.com,2005:874728053028597760",rt @lastquake: felt #earthquake m3.6 strikes 28 km sw of mytilíni (greece) 1hr 29min ago. please report to: https://t.co/0lqtwchwt6 https:/… ,en,6/13/2017 8:39:05 PM,2987,NA,3,2
4238,"tag:search.twitter.com,2005:874755934790320129",#earthquake (#zemljotres) possibly felt 2 min ago in bosnia and herzegovina. felt it? see https://t.co/osr2jaub9y https://t.co/hm8fqpmjuy ,en,6/13/2017 10:30:41 PM,4238,NA,3,2
40690,"tag:search.twitter.com,2005:874249949499752448",rt @lastquake: felt #earthquake m4.9 strikes 91 km nw of #izmir (#turkey) 25 min ago. please report to: https://t.co/clparhhdwz https://t.c… ,en,6/12/2017 12:56:38 PM,40690,NA,3,2
46041,"tag:search.twitter.com,2005:874267850231468034","#κλειδί ημαθίας: #φωτιά σε #κουζίνα σπιτιού, με σημαντικές υλικές ζημιές. – βίντεο-φωτο https://t.co/hxjxm5nryq μέσω του χρήστη @έμβολος ",el,6/12/2017 2:11:13 PM,46041,NA,7,1
30753,"tag:search.twitter.com,2005:874081812070494208",i liked a @youtube video https://t.co/imquuf4uee 6.3 earthquake indonesia felt 200 km away; depth of 10 km ,en,6/12/2017 1:51:58 AM,30753,NA,3,2
14087,"tag:search.twitter.com,2005:874913397334302720",rt @lastquake: powerful #earthquake shakes #guatemala 12 min ago. more info at: https://t.co/qrlbnaxnqc https://t.co/y56rd9t3nd ,en,6/14/2017 7:41:34 AM,14087,NA,5,2
66280,"tag:search.twitter.com,2005:874431080031543301","earthquake kills woman, damages buildings on greek island) dekalb chronicle - https://t.co/0n9h2xewht https://t.co/ntmyaadn2f ",en,6/13/2017 12:59:50 AM,66280,NA,7,2
8877,"tag:search.twitter.com,2005:874892644106870785",felt a mini earthquake at 1:30am #guate17 ,en,6/14/2017 7:33:55 AM,8877,NA,3,2
31599,"tag:search.twitter.com,2005:874098705120362496",rt @lastquake: felt #earthquake m5.5 strikes 104 km s of #ovalle (#chile) 10 min ago. please report to: https://t.co/nxudrmwrd8 https://t.c… ,en,6/12/2017 2:53:53 AM,31599,NA,3,2
18774,"tag:search.twitter.com,2005:874946138939502592","rt @kmitsotakis: επισκέφθηκα τη βρίσα της λέσβου, όπου, δυστυχώς, διαπίστωσα την τεράστια καταστροφή. τα πολλά λόγια είναι φτώχια.…  ",el,6/14/2017 7:53:26 AM,18774,NA,7,2
49995,"tag:search.twitter.com,2005:874287974976020480","bbc: turkey earthquake: tremors felt in istanbul and athens - the tremors were felt in istanbul, athens and on ... https://t.co/fvcdiuur64 ",en,6/12/2017 3:31:11 PM,49995,NA,3,2
36807,"tag:search.twitter.com,2005:874242948396929025","rt @lastquake: this powerful #earthquake was felt near the coast of western turkey, greece, western turkey, greece, southern greece, wester… ",en,6/12/2017 12:31:43 PM,36807,NA,3,2
56936,"tag:search.twitter.com,2005:874337475803697152",greece: earthquake leaves lesbos homes in ruins https://t.co/l5qcuwhjaw vía @youtube ,en,6/12/2017 6:47:53 PM,56936,NA,10,2
993,"tag:search.twitter.com,2005:874686729977864192",rt @latimes: get ready for a major earthquake. what to do before — and during — a big one https://t.co/jnezyg4kvr ,en,6/13/2017 5:26:10 PM,993,NA,5,1
55937,"tag:search.twitter.com,2005:874329494517141504",rt @luckycardigan: 6.3 earthquake rattles #lesbos. #refugees &amp; residents largely okay. reports of damage to villages. @theirc has offered s… ,en,6/12/2017 4:52:35 PM,55937,NA,7,2
7626,"tag:search.twitter.com,2005:874859881689489408",rt @strange_sounds: m6.3 #earthquake hits near #lesbos #greece – tremors felt in #athens #istanbul injuries #damages…  ,en,6/12/2017 7:52:12 PM,7626,NA,3,2
47717,"tag:search.twitter.com,2005:874275269632299009",rt @enikos_gr: κατέρρευσαν ακατοίκητα σπίτια στο πλωμάρι - τωρα https://t.co/kgc2mtcll0 ,el,6/12/2017 1:14:07 PM,47717,NA,9,2
42687,"tag:search.twitter.com,2005:874255440263221249",now turkey.earthquake of 6.3 degrees on the richter scale hits turkey: the epicenter was in the aegean sea and was felt in athens. ,en,6/12/2017 1:21:54 PM,42687,NA,3,2
78725,"tag:search.twitter.com,2005:874646176485789697",vrisa: the ghost village of lesvos after earthquake strikes with 6.3r https://t.co/rzaoa5bqjo vrisa in south les… https://t.co/xtxuqa3ohr ,en,6/13/2017 3:14:33 PM,78725,NA,10,2
44200,"tag:search.twitter.com,2005:874260769898147840",rt @keeptalkinggr: powerful earthquake 6.3 r strikes in the aegean between lesvos and chios https://t.co/qijvnwwn9a ,en,6/12/2017 1:20:06 PM,44200,NA,5,2
35680,"tag:search.twitter.com,2005:874228632901890048",rt @ioustinab: πιό δυνατός δεν γινόταν!!!! τί σεισμός ήταν αυτός;;!!!! ,el,4/5/2017 3:46:20 PM,35680,NA,5,2
54189,"tag:search.twitter.com,2005:874316766763200512","rt @ticiaverveer: an earthquake has struck off the coast of w-turkey &amp; island of lesbos, tremors felt in istanbul &amp; athenshttps://t.co/yrb… ",en,6/12/2017 4:57:59 PM,54189,NA,3,2
72274,"tag:search.twitter.com,2005:874535800515571712",εκτεταμένες καταστροφές στο ακρασι λέσβου- μαρτυρία του κ βερβερη «ζημιές στο σπίτι μου-μας ξέχασε δήμος και... https://t.co/ivt4fijczn ,el,6/13/2017 7:55:57 AM,72274,NA,7,2
68347,"tag:search.twitter.com,2005:874464667971747840",new survey shows christchurch 'evenly split' over earthquake-damaged christ church cathedral debate… https://t.co/s3czolhwlr ,en,6/13/2017 3:13:18 AM,68347,NA,7,2
66114,"tag:search.twitter.com,2005:874426915469373440","earthquake kills woman, damages buildings on greek island: the mayor said the island looked… https://t.co/xvbjcfbbyh ",en,6/13/2017 12:43:17 AM,66114,NA,7,2
37738,"tag:search.twitter.com,2005:874244732553228292",επείγον : ισχυρός σεισμός 6 ρίχτερ ανάμεσα σε χίο και λέσβο https://t.co/0ywjwyk4mx https://t.co/py394gyqyf ,el,6/12/2017 12:39:21 PM,37738,NA,5,2
59925,"tag:search.twitter.com,2005:874349664291749889","rt @antones_fubar: στη λέσβο σεισμός, η fyrom διαλύεται, στο μενίδι θα σκοτωθούν, κατολίσθηση αλλού ο αλέξης είναι λέει αισιόδοξος για το ε… ",el,6/12/2017 4:45:54 PM,59925,NA,6,1
70255,"tag:search.twitter.com,2005:874496891291136000","powerful earthquake rattles #greece, #turkey #lesbos #izmir https://t.co/r2fxatas52 https://t.co/5hzarxbdhk ",en,6/13/2017 5:21:20 AM,70255,NA,5,2
59244,"tag:search.twitter.com,2005:874344415279689729",an earthquake in turkey and greece has damaged parts of lesbos -- details here: https://t.co/0y8oatypfd https://t.co/9qgt2yzd3f ,en,6/12/2017 7:15:27 PM,59244,NA,7,2
15542,"tag:search.twitter.com,2005:874929839261847553","#breaking 6.9 earthquake reported in #guatemala. no reports of injuries/damage so far, no tsunami warning issued. ",en,6/14/2017 10:01:43 AM,15542,NA,7,1
47479,"tag:search.twitter.com,2005:874274133646819329",στη νότια λέσβο οι περισσότερες ζημιές - μία γυναίκα εγκλωβισμένη https://t.co/ygcy3288er ,el,6/12/2017 2:36:11 PM,47479,NA,7,2
43050,"tag:search.twitter.com,2005:874256459818614784",rt @lastquake: latest map of the felt reports collected at emsc after m6.3 #earthquake https://t.co/mbibfnjrmu ,en,6/12/2017 12:49:25 PM,43050,NA,3,1
26028,"tag:search.twitter.com,2005:875057120118484992",λέσβος: έλεγαν από μεγάφωνο ότι θα γίνει μεγάλος σεισμός! σε πανικό ο κόσμος! https://t.co/l1iazpisyo ,el,6/14/2017 6:27:29 PM,26028,NA,5,2
41440,"tag:search.twitter.com,2005:874251698126159873",λέσβος: καταρρεύσεις εγκαταλελειμμένων κτιρίων στο πλωμάρι και ζημιές σε σπίτια προκάλεσε ο ισχυρός σεισμός… https://t.co/kvgfwftw6r ,el,6/12/2017 1:07:02 PM,41440,NA,5,2
12491,"tag:search.twitter.com,2005:874902809300393984",rt @evankirstel: signs of past #california 'mega-quakes' show danger of the big one on san andreas fault https://t.co/unm5le9hio…  ,en,6/14/2017 12:30:09 AM,12491,NA,5,2
9668,"tag:search.twitter.com,2005:874895407612145665",i sure felt this one. it was loooooooong and even woke me. https://t.co/bx9j3uk1ul ,en,6/14/2017 7:44:54 AM,9668,NA,3,1
13984,"tag:search.twitter.com,2005:874912785897062401","rt @careglobal: care guatemala staff safe and accounted for, starting to assess damage and impact. https://t.co/vd4qtzs9kd ",en,6/14/2017 8:49:21 AM,13984,NA,7,1
71432,"tag:search.twitter.com,2005:874519009525469184",@fotinirantsiou very sorry to learn of earthquake casualties and damage ,en,6/13/2017 6:49:14 AM,71432,NA,7,2
27079,"tag:search.twitter.com,2005:875077446252589056","guatemala earthquake kills 2; damage, landslides reported @weatherchannel https://t.co/24jdctzbbm ",en,6/14/2017 7:48:15 PM,27079,NA,6,2
10357,"tag:search.twitter.com,2005:874897096029110276",rt @eqtw: strong earthquake hits the mexico-guatemala border ,en,6/14/2017 7:45:37 AM,10357,NA,5,2
75216,"tag:search.twitter.com,2005:874589605521231872",σεισμός στη λέσβο: αγωνία των κατοίκων για την επόμενη μέρα https://t.co/1lnkjtjosx ,el,6/13/2017 11:29:45 AM,75216,NA,6,2
9785,"tag:search.twitter.com,2005:874895534691057665","bnonews: breaking: strong earthquake hits the mexico-guatemala border - seismologists june 14, 2017 at 09:37am ",en,6/14/2017 7:45:24 AM,9785,NA,5,2
77995,"tag:search.twitter.com,2005:874636006703505409",one killed as strong earthquake hits e. greece https://t.co/l8ajnc6b1k https://t.co/bjxcfifjlk ,en,6/13/2017 2:34:08 PM,77995,NA,5,2
40296,"tag:search.twitter.com,2005:874249189110288384",rt @kalloninewsgr: ο μεγαλύτερος σεισμός των τελευταίων δεκαετιών!μικροζημιές οι πρώτες εκτιμήσεις.στους δρόμους οι κάτοικοι!... https://… ,el,6/12/2017 12:44:29 PM,40296,NA,7,2
59789,"tag:search.twitter.com,2005:874348903906279425","rt @antones_fubar: στη λέσβο σεισμός, η fyrom διαλύεται, στο μενίδι θα σκοτωθούν, κατολίσθηση αλλού ο αλέξης είναι λέει αισιόδοξος για το ε… ",el,6/12/2017 4:45:54 PM,59789,NA,6,1
8532,"tag:search.twitter.com,2005:874884605152808960",αποκαθίστανται οι ζημιές; θα αποκατασταθεί η βλάβη; https://t.co/lppk3ne1nv ,el,6/14/2017 7:01:59 AM,8532,NA,7,1
32897,"tag:search.twitter.com,2005:874131180068765696","https://t.co/cdp3pw1ml2 | strong, shallow earthquake rattles indonesia's capital https://t.co/yoefqfdw6x ",en,6/12/2017 5:08:08 AM,32897,NA,5,2
45287,"tag:search.twitter.com,2005:874264784375611392",rt @topontiki: πανικός στο αεροδρόμιο του ηρακλείου – το εκαβ παρέλαβε τουρίστρια https://t.co/q1yggiyvpu ,el,6/12/2017 8:33:45 AM,45287,NA,7,1
53518,"tag:search.twitter.com,2005:874311450084421632",greece: earthquake leaves lesbos homes in ruins https://t.co/vg4nzy78qq #trending #news #politics #defense #crisis ,en,6/12/2017 5:04:28 PM,53518,NA,10,2
48112,"tag:search.twitter.com,2005:874277529993007105",@missemmace @lmaomario it's to do with how powerful an earthquake is isn't it? ,en,6/12/2017 2:49:41 PM,48112,NA,5,1
65718,"tag:search.twitter.com,2005:874421028247580672","rt @npr: earthquake kills woman, damages buildings on greek island https://t.co/m1e43aow4f ",en,6/13/2017 12:17:07 AM,65718,NA,7,2
20933,"tag:search.twitter.com,2005:874975463659237376","after earthquake: expect and prepare for potential aftershocks, landslides or even a tsunami. tsunamis are often generated by earthquakes ",en,6/14/2017 1:03:01 PM,20933,NA,6,1
62187,"tag:search.twitter.com,2005:874371356951007233",#earthquake (#земјотрес) possibly felt 2 min ago in fyr of macedonia. felt it? see https://t.co/osr2jaub9y https://t.co/2igqocyijj ,en,6/12/2017 9:02:31 PM,62187,NA,3,2
20134,"tag:search.twitter.com,2005:874964055026536450",rt @weatherchannel: a 6.9 magnitude #earthquake rocked guatemala early this morning. some damage has been reported:…  ,en,6/14/2017 11:51:56 AM,20134,NA,7,2
14223,"tag:search.twitter.com,2005:874914508225077248","rt @usgsbigquakes: prelim m6.9 earthquake mexico-guatemala border region jun-14 07:29 utc, updates https://t.co/mzxnvgohrk ",en,6/14/2017 7:49:51 AM,14223,NA,5,1
18641,"tag:search.twitter.com,2005:874944399649779712",massive #earthquake triggers landslides in guatemala https://t.co/6nfc5b9pmw ,en,6/14/2017 10:59:35 AM,18641,NA,6,2
49864,"tag:search.twitter.com,2005:874287326243024898","rt @kathimerini_gr: ζημιές από τα 6,1 ρίχτερ στη λέσβο - εγκλωβισμένη γυναίκα στο χωριό βρίσα https://t.co/bw8usnggbz ",el,6/12/2017 2:32:22 PM,49864,NA,7,2
42269,"tag:search.twitter.com,2005:874253973590425600",rt @ap: it wasn't immediately clear if the earthquake caused any major damage in turkey or greece. https://t.co/hsy28pmtbj ,en,6/12/2017 1:11:41 PM,42269,NA,7,1
44163,"tag:search.twitter.com,2005:874260746946973696",σοκ: τεράστιες ζημιές από τον σεισμό στην βρίσα της λέσβου (βίντεο) | kontranews.gr https://t.co/kwsdxnv9j8 ,el,6/12/2017 1:42:59 PM,44163,NA,7,2
37970,"tag:search.twitter.com,2005:874244978410754051",rt @lastquake: felt #earthquake m6.0 strikes 86 km nw of #izmir (#turkey) 3 min ago. please report to: https://t.co/qi9jlrrai0 https://t.co… ,en,6/12/2017 12:32:08 PM,37970,NA,3,2
